Date,High,Low,Open,Close,Volume,Adj Close
2009-02-20,320.75,310.38800048828125,314.01300048828125,313.3500061035156,14710180.0,259.1098327636719
2009-02-24,315.8999938964844,300.3370056152344,308.75,313.31201171875,18280676.0,259.07843017578125
2009-02-25,321.5,315.63800048828125,316.25,316.63800048828125,11819888.0,261.82867431640625
2009-02-26,324.25,312.82501220703125,314.5,322.70001220703125,15358208.0,266.8413391113281
2009-02-27,323.25,311.63800048828125,322.3500061035156,316.51300048828125,19240644.0,261.7253112792969
2009-03-02,315.92498779296875,303.75,307.17498779296875,306.4129943847656,19751964.0,253.37359619140625
2009-03-03,312.98699951171875,293.75,307.5,299.2120056152344,20948104.0,247.41908264160156
2009-03-04,304.42498779296875,288.8370056152344,288.8370056152344,302.7749938964844,23906800.0,250.36534118652344
2009-03-05,305.0,285.56201171875,302.0,287.45001220703125,28469796.0,237.69305419921875
2009-03-06,294.25,278.82501220703125,282.5,292.4750061035156,18251636.0,241.84823608398438
2009-03-09,292.0,284.5379943847656,290.25,288.3370056152344,13387324.0,238.42657470703125
2009-03-12,303.6499938964844,289.5,295.25,300.5,19459676.0,248.484130859375
2009-03-13,323.45001220703125,306.5,307.4750061035156,321.06201171875,16454240.0,265.4869079589844
2009-03-16,333.5,317.75,321.06201171875,331.8999938964844,18107532.0,274.4488525390625
2009-03-17,335.75,323.2879943847656,332.5,325.04998779296875,19021944.0,268.7845458984375
2009-03-18,340.5,328.7749938964844,328.7749938964844,332.8500061035156,17475068.0,275.23443603515625
2009-03-19,338.4620056152344,330.0249938964844,334.5,336.42498779296875,17364676.0,278.19061279296875
2009-03-20,339.9750061035156,330.5,334.75,334.79998779296875,20423760.0,276.84686279296875
2009-03-23,362.5,338.5,338.5,359.61199951171875,19886352.0,297.36395263671875
2009-03-24,368.75,360.0,362.51300048828125,363.11199951171875,27586964.0,300.2581787109375
2009-03-25,387.25,362.5,362.5,383.04998779296875,38270736.0,316.744873046875
2009-03-26,394.75,380.75,387.42498779296875,391.375,32862004.0,323.62890625
2009-03-27,395.8500061035156,383.75,388.5,387.18798828125,26978552.0,320.1666564941406
2009-03-30,383.75,373.75,380.2749938964844,379.11199951171875,27484352.0,313.4885559082031
2009-03-31,387.98699951171875,378.75,383.75,381.18798828125,22857932.0,315.2052001953125
2009-04-01,398.5,374.3370056152344,380.75,395.31201171875,19111420.0,326.88433837890625
2009-04-02,420.0,400.56201171875,402.5,415.3370056152344,21956584.0,343.4430847167969
2009-04-06,435.57501220703125,411.3999938964844,425.0,417.8999938964844,21036112.0,345.5624694824219
2009-04-08,434.75,401.25,409.98699951171875,431.2879943847656,36779864.0,356.6330261230469
2009-04-09,441.9620056152344,426.31201171875,437.5,433.93798828125,20775068.0,358.82427978515625
2009-04-13,447.25,430.75,439.98699951171875,443.38800048828125,15219400.0,366.6385498046875
2009-04-15,459.92498779296875,433.2879943847656,437.5,457.51300048828125,24188844.0,378.3185119628906
2009-04-16,460.0,429.5870056152344,452.7749938964844,433.75,26479032.0,358.66888427734375
2009-04-17,445.1629943847656,425.5870056152344,437.5249938964844,429.23699951171875,25680984.0,354.93707275390625
2009-04-20,438.67498779296875,422.07501220703125,430.0,428.8500061035156,19720996.0,354.6170654296875
2009-04-21,433.4129943847656,421.17498779296875,423.75,426.5249938964844,20010512.0,352.6944885253906
2009-04-22,433.25,422.75,430.0,429.5,17694240.0,355.1545104980469
2009-04-23,443.7250061035156,424.0,429.25,440.92498779296875,16956048.0,364.6018981933594
2009-04-24,450.5,431.75,437.5,447.2120056152344,21900576.0,369.80059814453125
2009-04-27,451.75,440.25,447.75,446.38800048828125,16790692.0,369.1192321777344
2009-04-28,448.0,432.75,445.25,434.2879943847656,16096916.0,359.1137390136719
2009-04-29,455.0,436.4620056152344,437.75,451.56201171875,17085636.0,373.3976745605469
2009-04-30,452.54998779296875,452.54998779296875,452.54998779296875,452.54998779296875,0.0,374.214599609375
2009-05-04,473.75,460.07501220703125,462.75,471.7749938964844,17142044.0,390.11175537109375
2009-05-05,473.67498779296875,459.0,471.25,470.9129943847656,19513952.0,389.39898681640625
2009-05-06,484.5249938964844,465.0,472.25,470.375,19527644.0,388.95416259765625
2009-05-07,481.2250061035156,462.5,462.5,478.88800048828125,14696492.0,395.9936218261719
2009-05-08,483.0,468.75,480.0,475.07501220703125,15941280.0,392.8406066894531
2009-05-11,482.0,462.5249938964844,479.75,465.3999938964844,15030400.0,384.84033203125
2009-05-12,493.8500061035156,460.75,462.48699951171875,489.9750061035156,18342348.0,405.16143798828125
2009-05-13,493.75,476.5,493.06201171875,483.25,20906468.0,399.60052490234375
2009-05-14,481.875,470.04998779296875,475.56201171875,477.23699951171875,16188264.0,394.6283264160156
2009-05-15,490.0,477.9129943847656,478.75,487.67498779296875,12614108.0,403.2595520019531
2009-05-18,633.75,525.31201171875,536.75,591.8880004882812,211280.0,489.4335021972656
2009-05-19,625.0,550.0,612.5,557.7249755859375,41895288.0,461.1840515136719
2009-05-20,563.1749877929688,534.0499877929688,550.0,538.1119995117188,26987620.0,444.9660949707031
2009-05-21,544.25,525.6380004882812,536.25,528.8619995117188,15909488.0,437.3172302246094
2009-05-22,551.7999877929688,522.75,524.9500122070312,546.43798828125,17785484.0,451.8507995605469
2009-05-25,553.75,538.5,550.0,548.68798828125,12416228.0,453.7113342285156
2009-05-26,552.25,532.625,545.0250244140625,535.6749877929688,9936320.0,442.9508972167969
2009-05-27,551.25,538.1119995117188,543.0,546.5880126953125,20900372.0,451.97491455078125
2009-05-28,561.5,545.0,545.0,555.1380004882812,17992252.0,459.04486083984375
2009-05-29,576.9249877929688,553.25,561.2000122070312,567.9749755859375,25586780.0,469.6597595214844
2009-06-01,582.5,564.0369873046875,582.5,570.5499877929688,11909532.0,471.7890930175781
2009-06-02,577.1119995117188,556.0130004882812,575.0250244140625,569.7999877929688,13196444.0,471.1689758300781
2009-06-03,576.875,556.375,565.3250122070312,561.4749755859375,13752492.0,464.2849426269531
2009-06-04,567.2130126953125,540.0,556.2000122070312,565.43798828125,15440948.0,467.5619201660156
2009-06-05,570.25,547.5,568.75,553.18798828125,18710684.0,457.4324035644531
2009-06-08,565.4500122070312,544.0,551.75,548.5,15112048.0,453.5558776855469
2009-06-09,572.75,543.75,547.0,568.0369873046875,16615732.0,469.7110595703125
2009-06-10,584.9749755859375,571.5369873046875,572.75,580.0499877929688,15860932.0,479.6446533203125
2009-06-11,581.25,570.625,580.0,575.81201171875,10165604.0,476.1402282714844
2009-06-12,594.75,576.31201171875,577.5,590.5250244140625,19666920.0,488.3063659667969
2009-06-15,589.9249877929688,541.3250122070312,589.9249877929688,544.7000122070312,28563848.0,450.4136047363281
2009-06-16,546.2249755859375,531.6500244140625,537.5,535.8380126953125,20513072.0,443.0857238769531
2009-06-17,544.5,509.0870056152344,531.4500122070312,512.8380126953125,19679512.0,424.0669250488281
2009-06-18,518.125,497.5249938964844,514.5,506.26300048828125,24829620.0,418.6300048828125
2009-06-19,515.6119995117188,494.2749938964844,511.25,510.375,19406328.0,422.0302429199219
2009-06-22,512.5,483.13800048828125,511.92498779296875,488.125,18484616.0,403.63165283203125
2009-06-23,508.42498779296875,475.0,475.0,503.82501220703125,23785980.0,416.6140441894531
2009-06-24,508.93798828125,493.01300048828125,506.25,500.5870056152344,18840976.0,413.9365234375
2009-06-25,506.0,485.61199951171875,500.29998779296875,489.5249938964844,21343356.0,404.7893981933594
2009-06-26,509.25,490.73699951171875,491.5379943847656,507.29998779296875,15916260.0,419.4875183105469
2009-06-29,528.2249755859375,501.18798828125,506.5,521.75,14905444.0,431.436279296875
2009-06-30,527.3250122070312,502.6499938964844,525.0,505.8500061035156,11925152.0,418.2884826660156
2009-07-01,521.25,497.0,507.4750061035156,514.7000122070312,14872316.0,425.6065673828125
2009-07-02,545.75,498.8370056152344,545.75,502.8370056152344,15400244.0,415.7970886230469
2009-07-03,508.7749938964844,495.0,500.0,506.9129943847656,17330792.0,419.16754150390625
2009-07-06,513.0,465.26300048828125,512.0,473.2879943847656,23693940.0,391.3628845214844
2009-07-07,478.25,456.29998779296875,475.25,463.86199951171875,23341584.0,383.5685119628906
2009-07-08,472.5,449.32501220703125,463.86199951171875,457.4129943847656,23084688.0,378.2358703613281
2009-07-09,468.7250061035156,457.5249938964844,458.75,463.3500061035156,14752004.0,383.1451721191406
2009-07-10,466.73699951171875,436.25,463.25,443.7879943847656,16804940.0,366.9692687988281
2009-07-13,442.125,429.2749938964844,437.42498779296875,437.73699951171875,16597880.0,361.9656982421875
2009-07-14,456.25,441.5,443.5,453.51300048828125,14796204.0,375.01092529296875
2009-07-15,472.5,451.63800048828125,462.5,469.07501220703125,12695972.0,387.8791809082031
2009-07-16,492.1000061035156,470.0,475.25,483.8500061035156,22107384.0,400.09661865234375
2009-07-17,491.5,481.32501220703125,486.2749938964844,484.26300048828125,13220248.0,400.4382019042969
2009-07-20,509.75,487.5,490.0,508.32501220703125,16473920.0,420.3351135253906
2009-07-21,522.1749877929688,501.8370056152344,522.1749877929688,504.6629943847656,12333652.0,417.30694580078125
2009-07-22,514.4000244140625,490.6499938964844,506.25,493.92498779296875,12580612.0,408.4277038574219
2009-07-23,513.4500122070312,496.75,497.5,510.38800048828125,11860988.0,422.0409851074219
2009-07-24,516.8499755859375,496.5249938964844,512.5,504.2120056152344,16954072.0,416.9340515136719
2009-07-27,498.75,476.6629943847656,487.5,485.1629943847656,24070576.0,401.182373046875
2009-07-28,489.92498779296875,471.3999938964844,486.75,476.8999938964844,23025176.0,394.3496398925781
2009-07-29,484.5,467.75,475.0,482.6000061035156,19066100.0,399.06298828125
2009-07-30,481.3500061035156,472.25,480.0,475.07501220703125,12317436.0,392.8406066894531
2009-07-31,493.7250061035156,477.81201171875,478.75,488.8500061035156,13967904.0,404.23114013671875
2009-08-03,507.75,489.5249938964844,492.2250061035156,504.25,10951568.0,416.9654846191406
2009-08-04,513.25,500.625,508.25,509.93798828125,15349512.0,421.6689147949219
2009-08-05,521.0,507.8999938964844,508.75,519.0999755859375,15219004.0,429.24493408203125
2009-08-06,531.25,506.5870056152344,510.9129943847656,511.70001220703125,19668320.0,423.12591552734375
2009-08-07,516.0,497.54998779296875,509.125,499.43798828125,15999732.0,412.98638916015625
2009-08-10,508.68798828125,493.25,507.61199951171875,497.0249938964844,12052472.0,410.9911193847656
2009-08-11,512.0130004882812,494.75,498.25,500.1000061035156,12560228.0,413.5338439941406
2009-08-12,500.0,485.82501220703125,493.73699951171875,497.67498779296875,13696128.0,411.5285949707031
2009-08-13,511.0249938964844,499.25,506.25,506.07501220703125,12125948.0,418.47454833984375
2009-08-14,516.0,501.75,506.75,509.11199951171875,13377708.0,420.9858703613281
2009-08-17,502.5,481.25,502.25,485.48699951171875,13733396.0,401.4503173828125
2009-08-18,489.04998779296875,480.0379943847656,480.92498779296875,485.29998779296875,11893044.0,401.295654296875
2009-08-19,487.4750061035156,467.75,485.0,471.4620056152344,13325680.0,389.8529968261719
2009-08-20,482.25,472.13800048828125,475.0,474.6000061035156,9408076.0,392.4478454589844
2009-08-21,483.75,466.8999938964844,472.0,482.20001220703125,12043224.0,398.7322692871094
2009-08-24,495.2250061035156,487.1499938964844,490.0,493.57501220703125,10122068.0,408.1383056640625
2009-08-25,508.25,488.88800048828125,491.29998779296875,506.4129943847656,13000464.0,418.7539978027344
2009-08-26,511.67498779296875,502.81201171875,506.51300048828125,510.0379943847656,10054744.0,421.7516174316406
2009-08-27,514.75,505.0,508.5,510.5870056152344,11738368.0,422.2055358886719
2009-08-28,520.0,506.38800048828125,512.5,518.5250244140625,10001720.0,428.76953125
2009-08-31,516.0,498.75,516.0,501.2749938964844,14419320.0,414.50543212890625
2009-09-01,510.5,491.3500061035156,506.20001220703125,495.2120056152344,10392852.0,409.4919738769531
2009-09-02,499.4750061035156,490.0,492.25,492.7879943847656,10903048.0,407.4875183105469
2009-09-03,496.79998779296875,480.82501220703125,495.0,482.70001220703125,12090464.0,399.1457214355469
2009-09-04,498.5,483.75,484.5,495.2879943847656,11594500.0,409.55474853515625
2009-09-07,502.23699951171875,494.125,496.25,500.7120056152344,10322000.0,414.03985595703125
2009-09-08,523.5999755859375,501.3370056152344,503.75,518.9000244140625,23799932.0,429.0796203613281
2009-09-09,543.625,515.5,518.75,542.1119995117188,24037048.0,448.2736511230469
2009-09-10,559.9749755859375,533.1500244140625,547.5130004882812,536.8619995117188,16307000.0,443.9324645996094
2009-09-11,542.8250122070312,526.25,541.25,535.2130126953125,14341696.0,442.56884765625
2009-09-14,539.7750244140625,527.875,533.75,534.875,8707944.0,442.28936767578125
2009-09-15,546.0,535.5,535.5,545.2249755859375,8628080.0,450.8477478027344
2009-09-16,554.6749877929688,540.9000244140625,549.0,546.0,8861144.0,451.4886474609375
2009-09-17,550.0,517.75,546.25,521.5369873046875,66317804.0,431.2601013183594
2009-09-18,528.25,518.7750244140625,520.0,525.6380004882812,11755492.0,434.6512451171875
2009-09-22,534.9249877929688,522.0250244140625,532.1749877929688,524.4869995117188,10519932.0,433.6994934082031
2009-09-23,531.25,522.5,524.25,525.4249877929688,11138964.0,434.4751281738281
2009-09-24,532.5,514.5,522.5,525.2369995117188,19047592.0,434.3196716308594
2009-09-25,536.9749755859375,518.7750244140625,521.0999755859375,533.75,14265588.0,441.3591003417969
2009-09-29,545.4000244140625,535.0,536.375,542.7630004882812,18402980.0,448.8119201660156
2009-09-30,553.2249755859375,541.25,546.0,550.4119873046875,16890544.0,455.1369323730469
2009-10-01,549.9749755859375,538.5,549.9749755859375,543.5880126953125,12042860.0,449.494140625
2009-10-05,543.0,530.3250122070312,539.9749755859375,534.7750244140625,11846180.0,442.20672607421875
2009-10-06,539.9869995117188,525.5,539.9869995117188,533.5250244140625,14677836.0,441.1730041503906
2009-10-07,539.5,521.0250244140625,537.375,525.3250122070312,12400144.0,434.3924255371094
2009-10-08,558.875,525.0,550.0,529.9119873046875,28107340.0,438.1853942871094
2009-10-09,532.9000244140625,522.5,532.1619873046875,524.93798828125,12648948.0,434.0723876953125
2009-10-12,546.5,530.0,530.0,542.2630004882812,17984784.0,448.3985290527344
2009-10-13,540.5,540.5,540.5,540.5,0.0,446.940673828125
2009-10-14,549.375,538.1619873046875,543.75,546.0499877929688,13343284.0,451.530029296875
2009-10-15,555.4500122070312,541.25,549.75,542.875,13003036.0,448.9045715332031
2009-10-16,556.5,540.25,542.5,554.68798828125,13431272.0,469.9258117675781
2009-10-20,570.8250122070312,544.4630126953125,561.25,546.1380004882812,12646356.0,462.6824035644531
2009-10-21,552.25,542.1619873046875,544.75,545.5499877929688,10197768.0,462.18426513671875
2009-10-22,545.5,530.25,545.5,533.7999877929688,9242672.0,452.2297668457031
2009-10-23,538.5750122070312,509.3999938964844,536.5499877929688,511.8370056152344,20158904.0,433.6229553222656
2009-10-26,517.0,501.0,512.5,503.8370056152344,12680036.0,426.845458984375
2009-10-27,502.5,493.75,500.5,497.75,14142220.0,421.6885986328125
2009-10-28,510.8370056152344,496.26300048828125,496.26300048828125,508.5379943847656,11799600.0,430.8280944824219
2009-10-29,510.9750061035156,495.1000061035156,500.25,499.8500061035156,14120412.0,423.4676818847656
2009-10-30,508.75,480.5,500.26300048828125,482.7879943847656,19924968.0,409.0129699707031
2009-11-03,481.20001220703125,450.56201171875,480.01300048828125,454.63800048828125,19593104.0,385.1645812988281
2009-11-04,482.0,458.17498779296875,462.5,480.17498779296875,18270644.0,406.79925537109375
2009-11-05,487.0,462.75,477.2879943847656,485.2879943847656,13754896.0,411.1308898925781
2009-11-06,493.7250061035156,482.5,482.5,489.375,13992132.0,414.5933532714844
2009-11-09,508.0,490.3999938964844,493.75,506.1000061035156,13112744.0,428.7626647949219
2009-11-10,525.6119995117188,501.25,510.0,513.625,25305404.0,435.1377258300781
2009-11-11,532.5999755859375,508.9129943847656,517.0,528.5,16734276.0,447.7396545410156
2009-11-12,536.5,521.0,531.25,525.31201171875,15235716.0,445.0388488769531
2009-11-13,532.25,521.0250244140625,522.5,529.875,10231560.0,448.9045104980469
2009-11-16,540.4749755859375,532.9119873046875,537.25,538.4000244140625,8269064.0,456.1268615722656
2009-11-17,540.4249877929688,526.75,540.0,533.0880126953125,12022532.0,451.6265869140625
2009-11-18,540.5,523.5250244140625,540.5,525.0130004882812,15630252.0,444.7855224609375
2009-11-19,527.4749755859375,518.2249755859375,524.68798828125,520.9500122070312,9253324.0,441.3434143066406
2009-11-20,533.7369995117188,516.25,520.0,530.8250122070312,12354324.0,449.70947265625
2009-11-23,551.93798828125,533.2630004882812,540.0,548.7369995117188,22113032.0,464.8842468261719
2009-11-24,551.25,542.0250244140625,548.0,544.2999877929688,13890040.0,461.125244140625
2009-11-25,556.4749755859375,542.4749755859375,546.43798828125,548.6749877929688,16611240.0,464.8316955566406
2009-11-26,555.5,526.6500244140625,555.5,531.875,10158724.0,450.59893798828125
2009-11-27,529.0,505.5,525.0,522.9749755859375,11643966.0,443.0589294433594
2009-11-30,539.4500122070312,527.0,531.25,531.75,8261662.0,450.49298095703125
2009-12-01,550.0,533.5999755859375,537.5,549.0,5719768.0,465.10699462890625
2009-12-02,559.3250122070312,545.5999755859375,552.625,550.2249755859375,9454674.0,466.1448974609375
2009-12-03,560.0,546.0499877929688,552.4500122070312,549.8250122070312,7961682.0,465.8060302734375
2009-12-04,553.5,540.1500244140625,545.5,544.2000122070312,6383738.0,461.0405578613281
2009-12-07,547.0499877929688,525.0,544.0,527.5,9450502.0,446.8924865722656
2009-12-08,542.2249755859375,527.5750122070312,530.0,540.1749877929688,9341834.0,457.6305847167969
2009-12-09,539.0,531.0750122070312,535.0,535.9249877929688,5111084.0,454.030029296875
2009-12-10,541.0,531.0,536.8499755859375,535.9000244140625,5917834.0,454.0088806152344
2009-12-11,544.0,532.25,540.0,535.625,7063356.0,453.7759094238281
2009-12-14,542.0,531.5,534.0,533.9749755859375,6365356.0,452.3780517578125
2009-12-15,537.0,524.0,534.0,525.7999877929688,6708312.0,445.4522399902344
2009-12-16,527.5,519.0499877929688,524.9500122070312,523.5750122070312,6753764.0,443.5672607421875
2009-12-17,527.4000244140625,515.0,527.4000244140625,517.4749755859375,6490118.0,438.3993835449219
2009-12-18,517.5,502.5,517.5,503.82501220703125,10050776.0,426.8352966308594
2009-12-21,515.4000244140625,495.0,500.5,508.4750061035156,11243724.0,430.77471923828125
2009-12-22,514.4000244140625,505.6499938964844,509.1000061035156,509.6000061035156,6372574.0,431.727783203125
2009-12-23,533.9500122070312,510.70001220703125,512.5,533.0999755859375,9807794.0,451.6367492675781
2009-12-24,541.9000244140625,529.1749877929688,537.5,538.1500244140625,7382128.0,455.9150390625
2009-12-29,544.5,535.0,539.5,540.125,5564750.0,457.58819580078125
2009-12-30,542.5,534.75,539.9000244140625,538.0250244140625,4242450.0,455.80914306640625
2009-12-31,548.0,540.6749877929688,542.0,545.2750244140625,8019672.0,461.9512634277344
2010-01-04,545.5499877929688,510.92498779296875,545.5499877929688,537.75,35040012.0,455.576171875
2010-01-05,574.9500122070312,532.7000122070312,574.9500122070312,535.3499755859375,9780080.0,453.5429382324219
2010-01-06,547.25,535.3250122070312,539.9500122070312,544.0,10831076.0,460.8710632324219
2010-01-07,557.5,539.0,544.0,553.0250244140625,11976808.0,468.51702880859375
2010-01-08,556.9000244140625,548.0,554.0,551.5750122070312,6907852.0,467.2886047363281
2010-01-11,574.8499755859375,525.0,567.3499755859375,540.75,86244270.0,458.11773681640625
2010-01-12,568.6500244140625,538.5,547.5,542.1749877929688,14990718.0,459.324951171875
2010-01-13,546.0,534.2999877929688,544.0,544.2999877929688,7022156.0,461.125244140625
2010-01-14,562.4000244140625,543.0,543.0,560.8499755859375,11221436.0,475.146240234375
2010-01-15,569.4500122070312,552.5250244140625,562.9000244140625,555.375,8579466.0,470.5079345703125
2010-01-18,558.2249755859375,545.9749755859375,553.5,549.75,6479050.0,465.74249267578125
2010-01-19,553.0250244140625,541.3250122070312,550.0,542.5,5972726.0,459.6003112792969
2010-01-20,548.5499877929688,536.0,547.5,538.75,8837494.0,456.4233703613281
2010-01-21,538.5,525.125,537.5,527.0250244140625,8508470.0,446.4901123046875
2010-01-22,535.5,514.75,520.5,526.9249877929688,18227024.0,446.40533447265625
2010-01-25,527.2000122070312,518.3499755859375,524.8250122070312,521.0250244140625,6122956.0,441.406982421875
2010-01-27,525.0,510.0,517.0,513.7750244140625,11357606.0,435.2648010253906
2010-01-28,523.2249755859375,512.5,520.0,518.5750122070312,15188648.0,439.3313293457031
2010-01-29,525.9000244140625,509.04998779296875,516.4500122070312,523.0999755859375,10667082.0,443.1648254394531
2010-02-01,527.5,517.7750244140625,518.75,522.7000122070312,5546738.0,442.8260192871094
2010-02-02,528.1749877929688,512.0499877929688,526.0,513.6500244140625,7885662.0,435.158935546875
2010-02-03,524.2000122070312,515.5499877929688,515.5499877929688,516.9749755859375,6881390.0,437.97576904296875
2010-02-04,519.0,507.0,519.0,509.57501220703125,5474386.0,431.70660400390625
2010-02-05,503.875,487.5,487.5,490.8500061035156,13661446.0,415.843017578125
2010-02-08,502.17498779296875,487.5,492.5,497.17498779296875,11838292.0,421.201416015625
2010-02-09,499.0,491.3500061035156,496.875,496.625,6533836.0,420.7355041503906
2010-02-10,499.95001220703125,491.0,499.95001220703125,492.54998779296875,8348428.0,417.2832336425781
2010-02-11,509.8999938964844,494.25,494.625,507.57501220703125,10720598.0,430.0122375488281
2010-02-15,513.5,503.79998779296875,513.5,505.0,6171114.0,427.8307189941406
2010-02-16,510.5,502.5,505.04998779296875,508.875,4602868.0,431.11358642578125
2010-02-17,518.9000244140625,511.0249938964844,512.5,516.2750244140625,7145566.0,437.3828125
2010-02-18,519.1749877929688,497.5,515.0,498.8999938964844,9067490.0,422.66290283203125
2010-02-19,497.5,488.57501220703125,497.5,491.6000061035156,8116776.0,416.4783935546875
2010-02-22,500.0,485.0,497.6499938964844,488.9750061035156,5802376.0,414.2545166015625
2010-02-23,491.5,485.0,487.0,487.67498779296875,5932618.0,413.1531677246094
2010-02-24,492.8500061035156,483.32501220703125,485.0,489.3999938964844,5708906.0,414.61456298828125
2010-02-25,492.5,479.57501220703125,490.04998779296875,481.54998779296875,8665160.0,407.964111328125
2010-02-26,497.5,483.125,484.5,489.4750061035156,10322466.0,414.6781311035156
2010-03-02,499.5,489.70001220703125,492.5,491.6000061035156,8325272.0,416.4783935546875
2010-03-03,514.0,494.0,494.0,512.4000244140625,12171582.0,434.09991455078125
2010-03-04,520.0,504.0,520.0,507.0,9500474.0,429.5251159667969
2010-03-05,513.0,502.54998779296875,511.0,504.8999938964844,5382908.0,427.7459411621094
2010-03-08,513.5,501.0,510.6000061035156,502.04998779296875,5459160.0,425.3315124511719
2010-03-09,505.8999938964844,494.0249938964844,503.25,495.17498779296875,7981906.0,419.5070495605469
2010-03-10,509.45001220703125,494.6499938964844,497.5,504.375,11341006.0,427.3011779785156
2010-03-11,510.0,503.5,505.0,508.2250061035156,6667210.0,430.5628967285156
2010-03-12,516.5,507.0,507.5,510.79998779296875,10210012.0,432.7444152832031
2010-03-15,515.9749755859375,506.54998779296875,511.0,514.0250244140625,8289204.0,435.4765930175781
2010-03-16,535.9000244140625,514.5,516.0,533.9749755859375,15543070.0,452.3780517578125
2010-03-17,541.25,532.9000244140625,537.4000244140625,534.8499755859375,9874552.0,453.11932373046875
2010-03-18,540.7999877929688,532.0499877929688,537.0,538.4749755859375,6991182.0,456.19036865234375
2010-03-19,548.25,535.0750122070312,539.4000244140625,546.0250244140625,9023434.0,462.5867614746094
2010-03-22,549.5,531.0,531.0,536.9749755859375,9357502.0,454.9195251464844
2010-03-23,546.9749755859375,538.4749755859375,538.9749755859375,545.7000122070312,9145862.0,462.3113708496094
2010-03-25,548.5,538.7000122070312,548.0,545.7249755859375,10500146.0,462.33251953125
2010-03-26,555.5,547.5750122070312,548.5,550.2249755859375,8263518.0,466.1448974609375
2010-03-29,554.9749755859375,545.5,551.8499755859375,546.6500244140625,9257520.0,463.11614990234375
2010-03-30,552.8499755859375,541.5,548.0,544.0750122070312,8658180.0,460.93463134765625
2010-03-31,547.5,535.6500244140625,546.4500122070312,537.125,9896604.0,455.0467529296875
2010-04-01,549.25,538.5,539.0,546.0250244140625,5723712.0,462.5867614746094
2010-04-05,564.8250122070312,548.25,548.25,562.9500122070312,9103524.0,476.92535400390625
2010-04-06,566.5,560.0999755859375,564.0,561.5999755859375,5706276.0,475.7816467285156
2010-04-07,574.8499755859375,561.5499877929688,562.5,564.8499755859375,9243252.0,478.5349426269531
2010-04-08,568.25,550.75,566.5,553.2750244140625,6731056.0,468.72882080078125
2010-04-09,565.5,554.0999755859375,554.0999755859375,562.3499755859375,7692518.0,476.4169921875
